Scenario,label,uri,eia_id,name,utility,sector,description,comments,voltage_category,size flat demand tier (kW),max flat demand tier (kW),min flat demand tier (kW),size TOU demand tier (kW),max TOU demand tier (kW),min TOU demand tier (kW),size energy rate tier (kW),max energy rate tier (kW),min energy rate tier (kW),max energy usage (kWh),min energy usage (kWh),max peak capacity (kW),min peak capacity (kW),approved,start date,end date,supercedes,parent source,min monthly charge ($),annual minimum charge ($),minimum voltage,maximum voltage,phase wiring,demand window (min),demand attributes,additional energy comments,revisions
205,586c17ae5457a366211c9605,https://openei.org/apps/USURDB/rate/view/586c17ae5457a366211c9605,17609,"Time of Use,"" General Service,"" Demand Metered,"" Option B: GS-2 TOU B,"" Single Phase (Under 2 kV)",Southern California Edison Co,Commercial,* Energy tiered charge = generation charge + delivery charge    * Time of day demand charges (generation*based) are to be added to the monthly demand charge(Delivery based).,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,20,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/medium-business/!ut/p/b1/pVXLUtswFP0VushS46uXJS0dcE0cQkJiKPEm44dE3cYmEEMLX1-lkw7YGeKkeOGHdO7x0b33SE7s3DpxlTwXd0ld3FfJcvMduwssA-98MIOB9EMXBv3JaMz6FxgYs4C5BcAHlwet-CFlNp750fiUBMMJON-c2Imzql7V3535OtOL7L6qdVUvdNWD7XsP0qd1Uen1ugePSa3to9R58VSe_BvfkKyyInfmwjDCNSiEMWGIUW1QknGCcq1ySQShnOmt6D2qGqKDqSAwCG_8i3EfE2CkHb8LaC46CnxLPwR1MyE08nbidwGNeJiendppde6NxmdWH2_H7wL2xMtrtj9-A-go-t-iNTIw4TaDoYhAiBmWX8UOoJkiSbYAFYB_Ho4tILqiMKBXcDnzPArgbgH7OqurTHFXHeY2D-JDhiF2Zm-NJY1kKqcSSc4MYiI3SEmsUaqIaxKZcsLSNuGYB2D_6AfDUT8CJdjRhOEBrVj8eHiIPeuijVt-185tp43aOluZuaLvdTINIuNGI5PaG3NTiVSe5EgSDobYQZLxLkL3aMLwAA8dv_Dt_tGW2zIA5g25JhM54BS5xGRWrsEo1VIgYJq5Ks2t5KyLkBxNGB7g4f9efw_WZbJcnnzYD03HD8V7-QftsB2E-GjC8ICD6BP5aJ8ne-sZzBpGThTmCeMSAc34pp4EqVS7CLtcSZFT28-qg_CUHk0YHnBIfCIhy-TxTr_lY1Vel5K-FPZCP6f-VALlq-fXC3N5iZJUvtDXyJTlYlS3J355X_4ATK--7Q!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,Single Phase,No demand window given,"[{'Facilties Voltage Discount (2KV-<50KV)': '$-0.18/KW'}
 {'Facilties Voltage Discount >50 kV-<220kV': '$-5.78/KW'}
 {'Facilties Voltage Discount >220 kV': '$-9.96/KW'}
 {'Time Voltage Discount (2KV-<50KV)': '$-0.70/KW'}
 {'Time Voltage Discount >50 kV-<220kV': '$-1.93/KW'}
 {'Time Voltage Discount >220 kV': '$-1.95/KW'}]",No additional energy comments given,"['01/03/2017 07:29:18', '01/03/2017 07:33:42', '01/04/2017 05:29:44']"
206,586c391a5457a350241c9605,https://openei.org/apps/USURDB/rate/view/586c391a5457a350241c9605,17609,GS-1 TOU A General Service Non-Demand Single Phase (2kV - 50 kV),Southern California Edison Co,Commercial,"Applicable to single* and three*phase general service including lighting and power,"" except that the customer whose monthly maximum demand,"" in the opinion of SCE,"" is expected to exceed 20 kW or has exceeded 20 kW in any three months during the preceding 12 months is ineligible for service under this Schedule. Effective with the date of ineligibility of any customer served under this Schedule,"" the customer's account shall be transferred to Schedule GS*2. This Schedule is subject to meter availability.",Bundled Service,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/pVVbc6IwGP0rvviY4csNkkdsHQRvrdqLvDgBki67Qm2hnW1_fbHjbiuOglNegOR8h5PznQQrtO6tMFev6YMq08dcrbfvob3CwnMH_hx8mF1egN-TA3c8vSTihlWAZQWAI5cLn_XSg_4gmILvLa4p-PQaJnPXpQC2dWeFVhjn5ab8ZS2LWK_ix7zUebnSeRd2z12IXoo010XRhWdV6upWZGq97vwb3nJs4jSxlszETgI4QjYxMWK2wSjSwkHANLNllJhqeKf5hKi9NXszh4Af3PZH0x4mwMiu_gTghGfekNfrDwF79aIf2NX01XjKeiMMjNXrDwENPfv0vKFrTX0LayIXXr_6yBDk7RWhC5fUAYcmLatVOEcBQ2zNv9oqjGAyoQIJzgxiTmKQFFijSBLbKBFxwqI64ZR7UEnqe8NxbwHSYWcTBi2CkP5-egrdKsLbqP4trfvGDNd11to_39OpJOaKcYGAxnybZ4JkpG2EbS6Fk1BDYtlAeEHPJgxaJPj8hf_fvGv1_KA7x_yoxXnofJfvGEa4BokwJgwxqg1SMSco0TIRxCGUM91EiM8mDFrsyB_4kekkfck67QIiMP-uv9WB10BIziYMWvwWfmBI7XTfZDeZoG9pmqI_s8H7wmTZalwKoHzz-j4ykwlSkXiju4nC_QBP86R5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,Single Phase,No demand window given,No additional demand attributes given,DWRC stands for Department of Water Resources,"['01/03/2017 09:51:54', '01/03/2017 09:59:23']"
207,586d21905457a3da1e1c9606,https://openei.org/apps/USURDB/rate/view/586d21905457a3da1e1c9606,17609,GS-1 TOU A General Service Non-Demand Three Phase (2 kV - 50 kV),Southern California Edison Co,Commercial,"Applicable to single* and three*phase general service including lighting and power,"" except that the customer whose monthly maximum demand,"" in the opinion of SCE,"" is expected to exceed 20 kW or has exceeded 20 kW in any three months during the preceding 12 months is ineligible for service under this Schedule. Effective with the date of ineligibility of any customer served under this Schedule,"" the customer's account shall be transferred to Schedule GS*2. This Schedule is subject to meter availability.",Bundled Service,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/pVVbc6IwGP0rvviY4csNkkdsHQRvrdqLvDgBki67Qm2hnW1_fbHjbiuOglNegOR8h5PznQQrtO6tMFev6YMq08dcrbfvob3CwnMH_hx8mF1egN-TA3c8vSTihlWAZQWAI5cLn_XSg_4gmILvLa4p-PQaJnPXpQC2dWeFVhjn5ab8ZS2LWK_ix7zUebnSeRd2z12IXoo010XRhWdV6upWZGq97vwb3nJs4jSxlszETgI4QjYxMWK2wSjSwkHANLNllJhqeKf5hKi9NXszh4Af3PZH0x4mwMiu_gTghGfekNfrDwF79aIf2NX01XjKeiMMjNXrDwENPfv0vKFrTX0LayIXXr_6yBDk7RWhC5fUAYcmLatVOEcBQ2zNv9oqjGAyoQIJzgxiTmKQFFijSBLbKBFxwqI64ZR7UEnqe8NxbwHSYWcTBi2CkP5-egrdKsLbqP4trfvGDNd11to_39OpJOaKcYGAxnybZ4JkpG2EbS6Fk1BDYtlAeEHPJgxaJPj8hf_fvGv1_KA7x_yoxXnofJfvGEa4BokwJgwxqg1SMSco0TIRxCGUM91EiM8mDFrsyB_4kekkfck67QIiMP-uv9WB10BIziYMWvwWfmBI7XTfZDeZoG9pmqI_s8H7wmTZalwKoHzz-j4ykwlSkXiju4nC_QBP86R5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/04/2017 02:23:44', '01/04/2017 02:26:51']"
208,586d229c5457a34b211c9605,https://openei.org/apps/USURDB/rate/view/586d229c5457a34b211c9605,17609,GS-1 TOU A General Service Non-Demand Single Phase (50 kV - 220 kV),Southern California Edison Co,Commercial,*Tiered energy charge = generation charge + delivery charge    *Adjustment $/kWh = Voltage Discount($0.00389) + Dept. of Water Resources Energy Credit($0.00037),No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/pVVbc6IwGP0rvviY4csNkkdsHQRvrdqLvDgBki67Qm2hnW1_fbHjbiuOglNegOR8h5PznQQrtO6tMFev6YMq08dcrbfvob3CwnMH_hx8mF1egN-TA3c8vSTihlWAZQWAI5cLn_XSg_4gmILvLa4p-PQaJnPXpQC2dWeFVhjn5ab8ZS2LWK_ix7zUebnSeRd2z12IXoo010XRhWdV6upWZGq97vwb3nJs4jSxlszETgI4QjYxMWK2wSjSwkHANLNllJhqeKf5hKi9NXszh4Af3PZH0x4mwMiu_gTghGfekNfrDwF79aIf2NX01XjKeiMMjNXrDwENPfv0vKFrTX0LayIXXr_6yBDk7RWhC5fUAYcmLatVOEcBQ2zNv9oqjGAyoQIJzgxiTmKQFFijSBLbKBFxwqI64ZR7UEnqe8NxbwHSYWcTBi2CkP5-egrdKsLbqP4trfvGDNd11to_39OpJOaKcYGAxnybZ4JkpG2EbS6Fk1BDYtlAeEHPJgxaJPj8hf_fvGv1_KA7x_yoxXnofJfvGEa4BokwJgwxqg1SMSco0TIRxCGUM91EiM8mDFrsyB_4kekkfck67QIiMP-uv9WB10BIziYMWvwWfmBI7XTfZDeZoG9pmqI_s8H7wmTZalwKoHzz-j4ykwlSkXiju4nC_QBP86R5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,50001,219999,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/04/2017 02:28:12', '01/04/2017 02:32:54']"
209,586d23d55457a34f211c9605,https://openei.org/apps/USURDB/rate/view/586d23d55457a34f211c9605,17609,GS-1 TOU A General Service Non-Demand Three Phase (50 kV - 220 kV),Southern California Edison Co,Commercial,*Tiered energy charge = generation charge + delivery charge    *Adjustment $/kWh = Voltage Discount($0.00389) + Dept. of Water Resources Energy Credit($0.00037),No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/pVVbc6IwGP0rvviY4csNkkdsHQRvrdqLvDgBki67Qm2hnW1_fbHjbiuOglNegOR8h5PznQQrtO6tMFev6YMq08dcrbfvob3CwnMH_hx8mF1egN-TA3c8vSTihlWAZQWAI5cLn_XSg_4gmILvLa4p-PQaJnPXpQC2dWeFVhjn5ab8ZS2LWK_ix7zUebnSeRd2z12IXoo010XRhWdV6upWZGq97vwb3nJs4jSxlszETgI4QjYxMWK2wSjSwkHANLNllJhqeKf5hKi9NXszh4Af3PZH0x4mwMiu_gTghGfekNfrDwF79aIf2NX01XjKeiMMjNXrDwENPfv0vKFrTX0LayIXXr_6yBDk7RWhC5fUAYcmLatVOEcBQ2zNv9oqjGAyoQIJzgxiTmKQFFijSBLbKBFxwqI64ZR7UEnqe8NxbwHSYWcTBi2CkP5-egrdKsLbqP4trfvGDNd11to_39OpJOaKcYGAxnybZ4JkpG2EbS6Fk1BDYtlAeEHPJgxaJPj8hf_fvGv1_KA7x_yoxXnofJfvGEa4BokwJgwxqg1SMSco0TIRxCGUM91EiM8mDFrsyB_4kekkfck67QIiMP-uv9WB10BIziYMWvwWfmBI7XTfZDeZoG9pmqI_s8H7wmTZalwKoHzz-j4ykwlSkXiju4nC_QBP86R5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,50001,219999,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/04/2017 02:33:25', '01/04/2017 02:34:38']"
210,586d24475457a3da1e1c9607,https://openei.org/apps/USURDB/rate/view/586d24475457a3da1e1c9607,17609,GS-1 TOU A General Service Non-Demand Single Phase (At 220 kV),Southern California Edison Co,Commercial,*Tiered energy charge = generation charge + delivery charge    *Adjustment $/kWh = Voltage Discount($0.00393) + Dept. of Water Resources Energy Credit($0.00037),Bundled Service,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/pVVbc6IwGP0rvviY4csNkkdsHQRvrdqLvDgBki67Qm2hnW1_fbHjbiuOglNegOR8h5PznQQrtO6tMFev6YMq08dcrbfvob3CwnMH_hx8mF1egN-TA3c8vSTihlWAZQWAI5cLn_XSg_4gmILvLa4p-PQaJnPXpQC2dWeFVhjn5ab8ZS2LWK_ix7zUebnSeRd2z12IXoo010XRhWdV6upWZGq97vwb3nJs4jSxlszETgI4QjYxMWK2wSjSwkHANLNllJhqeKf5hKi9NXszh4Af3PZH0x4mwMiu_gTghGfekNfrDwF79aIf2NX01XjKeiMMjNXrDwENPfv0vKFrTX0LayIXXr_6yBDk7RWhC5fUAYcmLatVOEcBQ2zNv9oqjGAyoQIJzgxiTmKQFFijSBLbKBFxwqI64ZR7UEnqe8NxbwHSYWcTBi2CkP5-egrdKsLbqP4trfvGDNd11to_39OpJOaKcYGAxnybZ4JkpG2EbS6Fk1BDYtlAeEHPJgxaJPj8hf_fvGv1_KA7x_yoxXnofJfvGEa4BokwJgwxqg1SMSco0TIRxCGUM91EiM8mDFrsyB_4kekkfck67QIiMP-uv9WB10BIziYMWvwWfmBI7XTfZDeZoG9pmqI_s8H7wmTZalwKoHzz-j4ykwlSkXiju4nC_QBP86R5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,220000,No voltage maximum given,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/04/2017 02:35:19', '01/04/2017 02:37:56']"
211,586d25045457a3d61e1c9605,https://openei.org/apps/USURDB/rate/view/586d25045457a3d61e1c9605,17609,GS-1 TOU A General Service Non-Demand Three Phase (At 220 kV),Southern California Edison Co,Commercial,*Tiered energy charge represents generation charge + delivery charge,Bundled Service,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/pVVbc6IwGP0rvviY4csNkkdsHQRvrdqLvDgBki67Qm2hnW1_fbHjbiuOglNegOR8h5PznQQrtO6tMFev6YMq08dcrbfvob3CwnMH_hx8mF1egN-TA3c8vSTihlWAZQWAI5cLn_XSg_4gmILvLa4p-PQaJnPXpQC2dWeFVhjn5ab8ZS2LWK_ix7zUebnSeRd2z12IXoo010XRhWdV6upWZGq97vwb3nJs4jSxlszETgI4QjYxMWK2wSjSwkHANLNllJhqeKf5hKi9NXszh4Af3PZH0x4mwMiu_gTghGfekNfrDwF79aIf2NX01XjKeiMMjNXrDwENPfv0vKFrTX0LayIXXr_6yBDk7RWhC5fUAYcmLatVOEcBQ2zNv9oqjGAyoQIJzgxiTmKQFFijSBLbKBFxwqI64ZR7UEnqe8NxbwHSYWcTBi2CkP5-egrdKsLbqP4trfvGDNd11to_39OpJOaKcYGAxnybZ4JkpG2EbS6Fk1BDYtlAeEHPJgxaJPj8hf_fvGv1_KA7x_yoxXnofJfvGEa4BokwJgwxqg1SMSco0TIRxCGUM91EiM8mDFrsyB_4kekkfck67QIiMP-uv9WB10BIziYMWvwWfmBI7XTfZDeZoG9pmqI_s8H7wmTZalwKoHzz-j4ykwlSkXiju4nC_QBP86R5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,220000,No voltage maximum given,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/04/2017 02:38:28', '01/04/2017 02:39:26']"
212,586d262e5457a34b211c9606,https://openei.org/apps/USURDB/rate/view/586d262e5457a34b211c9606,17609,"TOU General Service,"" Non Demand,"" Option C: GS-1 TOU C,"" Single Phase (Under 2 kV)",Southern California Edison Co,Commercial,* Energy tiered charge = generation charge + delivery charge    * Time of day demand charges (generation*based) are to be added to the monthly demand charge(Delivery based).,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/nVRNc5swFPwr7cFHDQ9JIHHECcVAbPxB0piLB4HU0hri1DST5NdX7tBpgUmwywGEZt_O7nsrGalxb6R19lR-yZryoc72p__U3pncd2fBBgJYX19BMHVm7jy-xvyWasBWA-CNx4VuPY8I1fXUS-Ir7EdLMD4bqZHmdXNovhrbYy53-UPdyLrZyXoC7XoC4uexrOXxOIEfWSP151hl-_2HP9snjkNeFsaWqpwVYApkY5UjaisTCckZAiqp7YhC6e1W8zuiOpr9NcMQhHfeTTw1MVDcrx8Cup4T39P0ETh3S0wSd1A_BIz0_HfPOgqWlnYQsgQY25j8ExsAuhI5bgGOD94sjDUgWREIyAoWG9clAHYLeG-wY23aapvsTUBkGpu_c-OKU6cgHHGLKkRZoZDDTYmEg22VcWFhKvqEseWDboznR_NpAg6jFxOGZ0y6_Pb4mLo6o6csPjfG_WhI-zp7812Rf3VSCSy3lERK6Be1BUdOkRWIYwt0WIXCuTVGaF9MGJ4R0cuNt6ezL7cXYNPqyD3nwI4Q4osJwzOutf_2P7idDtVtxclLWaLva08tFigT_IW8JqqqdvOGA7EOT6837sdf1C5zLg!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/04/2017 02:43:26', '01/04/2017 03:52:18', '01/04/2017 04:01:02']"
213,586d2f4e5457a34b211c9607,https://openei.org/apps/USURDB/rate/view/586d2f4e5457a34b211c9607,17609,"Time of Use,"" General Service,"" Non Demand,"" Option B: GS-1 TOU B,"" Single Phase (2 kV - 50 kV)",Southern California Edison Co,Commercial,* Energy tiered charge = generation charge + delivery charge * Time of day demand charges (generation*based) are to be added to the monthly demand charge(Delivery based).,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/pVVbc6IwGP0rvviY4csNkkdsHQRvrdqLvDgBki67Qm2hnW1_fbHjbiuOglNegOR8h5PznQQrtO6tMFev6YMq08dcrbfvob3CwnMH_hx8mF1egN-TA3c8vSTihlWAZQWAI5cLn_XSg_4gmILvLa4p-PQaJnPXpQC2dWeFVhjn5ab8ZS2LWK_ix7zUebnSeRd2z12IXoo010XRhWdV6upWZGq97vwb3nJs4jSxlszETgI4QjYxMWK2wSjSwkHANLNllJhqeKf5hKi9NXszh4Af3PZH0x4mwMiu_gTghGfekNfrDwF79aIf2NX01XjKeiMMjNXrDwENPfv0vKFrTX0LayIXXr_6yBDk7RWhC5fUAYcmLatVOEcBQ2zNv9oqjGAyoQIJzgxiTmKQFFijSBLbKBFxwqI64ZR7UEnqe8NxbwHSYWcTBi2CkP5-egrdKsLbqP4trfvGDNd11to_39OpJOaKcYGAxnybZ4JkpG2EbS6Fk1BDYtlAeEHPJgxaJPj8hf_fvGv1_KA7x_yoxXnofJfvGEa4BokwJgwxqg1SMSco0TIRxCGUM91EiM8mDFrsyB_4kekkfck67QIiMP-uv9WB10BIziYMWvwWfmBI7XTfZDeZoG9pmqI_s8H7wmTZalwKoHzz-j4ykwlSkXiju4nC_QBP86R5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/04/2017 03:22:22', '01/04/2017 03:34:41']"
214,586d30c35457a3d8341c9605,https://openei.org/apps/USURDB/rate/view/586d30c35457a3d8341c9605,17609,"Time of Use,"" General Service,"" Non Demand,"" Option B: GS-1 TOU B,"" Three Phase (2 kV - 50 kV)",Southern California Edison Co,Commercial,* Energy tiered charge = generation charge + delivery charge * Time of day demand charges (generation*based) are to be added to the monthly demand charge(Delivery based).,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/pVVbc6IwGP0rvviY4csNkkdsHQRvrdqLvDgBki67Qm2hnW1_fbHjbiuOglNegOR8h5PznQQrtO6tMFev6YMq08dcrbfvob3CwnMH_hx8mF1egN-TA3c8vSTihlWAZQWAI5cLn_XSg_4gmILvLa4p-PQaJnPXpQC2dWeFVhjn5ab8ZS2LWK_ix7zUebnSeRd2z12IXoo010XRhWdV6upWZGq97vwb3nJs4jSxlszETgI4QjYxMWK2wSjSwkHANLNllJhqeKf5hKi9NXszh4Af3PZH0x4mwMiu_gTghGfekNfrDwF79aIf2NX01XjKeiMMjNXrDwENPfv0vKFrTX0LayIXXr_6yBDk7RWhC5fUAYcmLatVOEcBQ2zNv9oqjGAyoQIJzgxiTmKQFFijSBLbKBFxwqI64ZR7UEnqe8NxbwHSYWcTBi2CkP5-egrdKsLbqP4trfvGDNd11to_39OpJOaKcYGAxnybZ4JkpG2EbS6Fk1BDYtlAeEHPJgxaJPj8hf_fvGv1_KA7x_yoxXnofJfvGEa4BokwJgwxqg1SMSco0TIRxCGUM91EiM8mDFrsyB_4kekkfck67QIiMP-uv9WB10BIziYMWvwWfmBI7XTfZDeZoG9pmqI_s8H7wmTZalwKoHzz-j4ykwlSkXiju4nC_QBP86R5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/04/2017 03:28:35', '01/04/2017 03:35:07']"
215,586d32cf5457a34b211c9608,https://openei.org/apps/USURDB/rate/view/586d32cf5457a34b211c9608,17609,"Time of Use,"" General Service,"" Non Demand,"" Option B: GS-1 TOU B,"" Single Phase (50 kV - 220 kV)",Southern California Edison Co,Commercial,* Energy tiered charge = generation charge + delivery charge * Time of day demand charges (generation*based) are to be added to the monthly demand charge(Delivery based).,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/pVVbc6IwGP0rvviY4csNkkdsHQRvrdqLvDgBki67Qm2hnW1_fbHjbiuOglNegOR8h5PznQQrtO6tMFev6YMq08dcrbfvob3CwnMH_hx8mF1egN-TA3c8vSTihlWAZQWAI5cLn_XSg_4gmILvLa4p-PQaJnPXpQC2dWeFVhjn5ab8ZS2LWK_ix7zUebnSeRd2z12IXoo010XRhWdV6upWZGq97vwb3nJs4jSxlszETgI4QjYxMWK2wSjSwkHANLNllJhqeKf5hKi9NXszh4Af3PZH0x4mwMiu_gTghGfekNfrDwF79aIf2NX01XjKeiMMjNXrDwENPfv0vKFrTX0LayIXXr_6yBDk7RWhC5fUAYcmLatVOEcBQ2zNv9oqjGAyoQIJzgxiTmKQFFijSBLbKBFxwqI64ZR7UEnqe8NxbwHSYWcTBi2CkP5-egrdKsLbqP4trfvGDNd11to_39OpJOaKcYGAxnybZ4JkpG2EbS6Fk1BDYtlAeEHPJgxaJPj8hf_fvGv1_KA7x_yoxXnofJfvGEa4BokwJgwxqg1SMSco0TIRxCGUM91EiM8mDFrsyB_4kekkfck67QIiMP-uv9WB10BIziYMWvwWfmBI7XTfZDeZoG9pmqI_s8H7wmTZalwKoHzz-j4ykwlSkXiju4nC_QBP86R5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,50000,220000,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,['01/04/2017 03:37:19']
216,586d33f05457a34f211c9606,https://openei.org/apps/USURDB/rate/view/586d33f05457a34f211c9606,17609,"Time of Use,"" General Service,"" Non Demand,"" Option B: GS-1 TOU B,"" Three Phase (50 kV - 220 kV)",Southern California Edison Co,Commercial,* Energy tiered charge = generation charge + delivery charge * Time of day demand charges (generation*based) are to be added to the monthly demand charge(Delivery based).,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,20,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/business/rates/small-business/!ut/p/b1/nVRNc5swFPwr7cFHDQ9JIHHECcVAbPxB0piLB4HU0hri1DST5NdX7tBpgUmwywGEZt_O7nsrGalxb6R19lR-yZryoc72p__U3pncd2fBBgJYX19BMHVm7jy-xvyWasBWA-CNx4VuPY8I1fXUS-Ir7EdLMD4bqZHmdXNovhrbYy53-UPdyLrZyXoC7XoC4uexrOXxOIEfWSP151hl-_2HP9snjkNeFsaWqpwVYApkY5UjaisTCckZAiqp7YhC6e1W8zuiOpr9NcMQhHfeTTw1MVDcrx8Cup4T39P0ETh3S0wSd1A_BIz0_HfPOgqWlnYQsgQY25j8ExsAuhI5bgGOD94sjDUgWREIyAoWG9clAHYLeG-wY23aapvsTUBkGpu_c-OKU6cgHHGLKkRZoZDDTYmEg22VcWFhKvqEseWDboznR_NpAg6jFxOGZ0y6_Pb4mLo6o6csPjfG_WhI-zp7812Rf3VSCSy3lERK6Be1BUdOkRWIYwt0WIXCuTVGaF9MGJ4R0cuNt6ezL7cXYNPqyD3nwI4Q4osJwzOutf,No minimum monthly charge given,No annual minimum charge given,50000,220000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,['01/04/2017 03:42:08']
